uuid,title,handle,research_data_creators,lead_chief_investigators,last_modified,withdrawn,type,date_available,year_issued,date_accessioned,rights,access_rights,doi,external_doi,faculty,school,for_codes,keywords,data_volume_bytes_orig,num_files_orig
fd5ecee3-a9e5-41e0-beb7-904392a6513a,Algal traits with abundances,1959.4/resource/collection/resdatac_1003/1,"Poore, Alistair|Gribben, Paul","Stelling-Wood, Talia",2023-07-03T04:19:57.935+00:00,False,Dataset,2021-11-26T09:19:29Z,2020,2021-11-26T09:19:29Z,CC-BY,open access,https://doi.org/10.26190/5e1ce7350483e,NO FIELD,Science,"School of Biotechnology & Biomolecular Sciences|School of Biological, Earth & Environmental Sciences|School of Biological, Earth & Environmental Sciences",NO FIELD,Morphological traits|Abundance|Epifauna,1066855,2
2e3c0b45-fe3b-4fc5-9378-2fe1aa31c257,Antibiotic resistance gene cassettes,1959.4/004_200,"Tsafnat, Guy","Tsafnat, Guy",2024-02-27T14:29:48.729+00:00,False,Dataset,2021-11-26T10:34:01Z,2012,2021-11-26T10:34:01Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1407,NO FIELD,Medicine & Health,School of Population Health,080605 Decision Support and Group Support Systems|111711 Health Information Systems (incl. Surveillance)|111799 Public Health and Health Services not elsewhere classified,NO FIELD,0,0
48f94560-e320-4306-a6b3-fdf84eebeefe,ARC Coatings Project,1959.4/resource/collection/resdatac_66/1,"Xie, Zongyan",NO FIELD,2022-11-15T23:46:33.494+00:00,False,Dataset,2021-11-26T10:42:06Z,2015,2021-11-26T10:42:06Z,NO FIELD,metadata only access,https://doi.org/10.26190/unsworks/1418,NO FIELD,Science,School of Materials Science & Engineering,0912 Materials Engineering,ARC Coatings Project,0,0
85ebd4db-d267-4899-80bb-028dbe07215f,Asian Gay Community Periodic Survey: Sydney 2002,1959.4/004_2037,"Mao, Limin|Van de Ven, Paul|Prestage, Garrett|Wang, John","Holt, Martin",2024-02-27T14:29:13.394+00:00,False,Dataset,2021-11-26T10:33:07Z,2012,2021-11-26T10:33:07Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1342,NO FIELD,Arts Design & Architecture|Medicine & Health,Centre for Social Research in Health|The Kirby Institute|Centre for Social Research in Health|School of Population Health|Social Policy Research Centre,110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified|110324 Venereology,Ethnic groups|HIV status|HIV testing|Sexual practices|Sexual partners|Health|Drug use|Gay community|Gay men,0,0
21813dc9-3dfc-41e4-9bf7-551bd5a42cef,Atlantic ocean heat transport enabled by Indo-Pacific heat uptake and mixing,1959.4/resource/collection/resdatac_957/1,"Zika, Jan|Ferrari, Raffaele|Thompson, Andrew|Newsom, Emily|England, Matthew","Holmes, Ryan",2022-09-27T11:17:06.662+00:00,False,Dataset,2021-11-26T10:47:28Z,2019,2021-11-26T10:47:28Z,CC-BY,open access,https://doi.org/10.26190/5dc23d4b7e739,NO FIELD,Science,School of Mathematics & Statistics,040503 Physical Oceanography|040403 Geophysical Fluid Dynamics,ocean heat transport|turbulent mixing|climate model simulation|770305 Oceanic Processes (excl. Climate Related),403665756,1
5b2f92c9-4f3d-4f31-98c6-f526d84f3a6f,Atmospheric CO2 response to AMOC changes under high and low obliquity,1959.4/102810,"Menviel, Laurie","England, Matthew",2025-01-08T14:37:36.410+00:00,False,Dataset,2024-08-21T05:56:12Z,2024,2024-08-21T05:56:12Z,CC-BY,open access,https://doi.org/10.26190/unsworks/30408,NO FIELD,Science,"School of Biological, Earth & Environmental Sciences|Centre for Marine Science and Innovation",370201 Climate change processes|370203 Greenhouse gas inventories and fluxes,AMOC|Carbon cycle|Orbital parameters,2031730,1
d6486ed5-87ae-4c29-9ed3-59e3b4b6fe32,AusTraits: a curated plant trait database for the Australian flora,1959.4/100192,"Falster, Daniel|Wenk, Elizabeth|Sauquet, Herve Jacques Xavier","Falster, Daniel",2024-02-27T14:29:53.802+00:00,False,Dataset,2022-03-28T03:28:17Z,2023,2022-03-28T03:28:17Z,CC-BY,open access,NO FIELD,https://doi.org/10.5281/zenodo.3568417,Science|Medicine & Health,"Evolution & Ecology Research Centre|School of Biological, Earth & Environmental Sciences|Evolution & Ecology Research Centre|Evolution & Ecology Research Centre|School of Biological, Earth & Environmental Sciences|Centre for Big Data Research in Health",3103 Ecology|4104 Environmental management|3104 Evolutionary biology|300703 Forest ecosystems,ecology|evolution|plant|australia|physiology|functional trait,0,0
247c17e5-2bea-4dc4-a7e7-11712f1e8d42,Australian and New Zealand Neonatal Network Data 2004,1959.4/004_2084,"Chow, Sharon","Chow, Sharon",2023-07-12T01:58:26.525+00:00,False,Dataset,2021-11-26T10:31:43Z,2013,2021-11-26T10:31:43Z,NO FIELD,metadata only access,https://doi.org/10.26190/unsworks/1253,NO FIELD,Medicine & Health,Centre for Big Data Research in Health,111499 Paediatrics and Reproductive Medicine not elsewhere classified|111003 Clinical Nursing: Secondary (Acute Care)|111706 Epidemiology,neonatology|newborn infants|neonatal intensive care|high-risk babies|morbidity|mortality|birth|statistics|Australia|New Zealand|Australian and New Zealand Neonatal Network,0,0
e7a47e5d-1f50-421a-93d9-747eaf1ba6af,Australian and New Zealand Neonatal Network Data 2005,1959.4/004_2082,"Chow, Sharon","Chow, Sharon",2023-07-12T01:58:26.598+00:00,False,Dataset,2021-11-26T10:31:44Z,2013,2021-11-26T10:31:44Z,NO FIELD,metadata only access,https://doi.org/10.26190/unsworks/1255,NO FIELD,Medicine & Health,Centre for Big Data Research in Health,111706 Epidemiology|111003 Clinical Nursing: Secondary (Acute Care)|111499 Paediatrics and Reproductive Medicine not elsewhere classified,Australian and New Zealand Neonatal Network|Australia|New Zealand|Statistics|Birth|Mortality|Morbidity|High-risk babies|Neonatal intensive care|Newborn infants|Neonatology,0,0
0c134059-f6e6-4ee3-af87-909c5d28ad68,Australian and New Zealand Neonatal Network Data 2006,1959.4/004_288,"Chow, Sharon","Chow, Sharon",2023-07-12T01:58:27.334+00:00,False,Dataset,2021-11-26T10:33:56Z,2013,2021-11-26T10:33:56Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1399,NO FIELD,Medicine & Health,Centre for Big Data Research in Health,111499 Paediatrics and Reproductive Medicine not elsewhere classified|111003 Clinical Nursing: Secondary (Acute Care)|111706 Epidemiology,Neonatology|Newborn infants|Neonatal intensive care|High-risk babies|Morbidity|Mortality|Birth|Statistics,0,0
de1add0c-e009-48f9-aeec-3b456304a05d,Australian and New Zealand Neonatal Network Data 2007,1959.4/004_286,"Chow, Sharon","Chow, Sharon",2023-07-12T01:58:27.227+00:00,False,Dataset,2021-11-26T10:33:47Z,2013,2021-11-26T10:33:47Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1387,NO FIELD,Medicine & Health,Centre for Big Data Research in Health,111499 Paediatrics and Reproductive Medicine not elsewhere classified|111003 Clinical Nursing: Secondary (Acute Care)|111706 Epidemiology,Neonatology|Newborn infants|Neonatal intensive care|High-risk babies|Morbidity|Mortality|Birth|Statistics,0,0
ae7b8ca6-b993-479d-857f-c18f2e49ad89,Australian and New Zealand Neonatal Network Data 2008-2009,1959.4/004_2004,"Chow, Sharon","Chow, Sharon",2023-07-12T01:58:27.083+00:00,False,Dataset,2021-11-26T10:33:18Z,2012,2021-11-26T10:33:18Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1352,NO FIELD,Medicine & Health,Centre for Big Data Research in Health,111499 Paediatrics and Reproductive Medicine not elsewhere classified|111003 Clinical Nursing: Secondary (Acute Care)|111706 Epidemiology,Neonatology|Newborn infants|Neonatal intensive care|High-risk babies|Morbidity|Mortality|Birth|Statistics|Australia|New Zealand|Australian and New Zealand Neonatal Network,0,0
07fdf980-4d1e-41c5-9641-eb371d512a2e,Australian and New Zealand Neonatal Network Data 2010,1959.4/004_2080,"Chow, Sharon","Chow, Sharon",2023-07-12T01:58:26.899+00:00,False,Dataset,2021-11-26T10:31:46Z,2013,2021-11-26T10:31:46Z,NO FIELD,metadata only access,https://doi.org/10.26190/unsworks/1258,NO FIELD,Medicine & Health,School of Women's & Children's Health|Centre for Big Data Research in Health,111499 Paediatrics and Reproductive Medicine not elsewhere classified|111003 Clinical Nursing: Secondary (Acute Care)|111706 Epidemiology,Neonatology|Newborn infants|Neonatal intensive care|High-risk babies|Morbidity|Mortality|Birth|Statistics|Australia|New Zealand|Australian and New Zealand Neonatal Network,0,0
31c128d5-2125-4b23-8705-2174bc27625f,Barriers to HIV Testing Data,1959.4/004_5,"Körner, Henrike|Asante, Augustine","Kippax, Susan",2022-09-27T11:14:41.905+00:00,False,Dataset,2021-11-26T10:33:33Z,2011,2021-11-26T10:33:33Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1372,NO FIELD,Arts Design & Architecture|Medicine & Health,Social Policy Research Centre|School of Population Health,110324 Venereology|110309 Infectious Diseases|111799 Public Health and Health Services not elsewhere classified,Ethnic communities|HIV|Culturally and linguistically diverse|Migration|Discrimination|Risk practices|Sexually transmissible infections,0,0
5000dc6d-4c32-40c5-881e-e3988f75955a,Beam deformation,1959.4/resource/collection/resdatac_1263/1,"Malaney, Robert",NO FIELD,2022-09-27T11:15:39.666+00:00,False,Dataset,2021-11-26T10:31:27Z,2021,2021-11-26T10:31:27Z,CC-BY,open access,https://doi.org/10.26190/unsworks/1234,NO FIELD,Engineering,School of Electrical Engineering and Telecommunications,NO FIELD,beam deformation,928665,13
7f239e1d-11b2-4748-8512-351f6777c701,Benthic δ13C during the last interglacial and the mid-Holocene.,1959.4/resource/collection/resdatac_1037/1,"Menviel, Laurie|Meissner, Katrin|Missiaen, Lise|Peterson, Carlye|Lisiecki, Lorraine|Joos, Fortunat","Bengtson, Shannon|Meissner, Katrin",2024-02-27T14:29:08.127+00:00,False,Dataset,2021-11-26T09:51:13Z,2020,2021-11-26T09:51:13Z,CC-BY-NC-SA,open access,https://doi.org/10.26190/5efe841541f3b,NO FIELD,Science,"School of Biological, Earth & Environmental Sciences|School of Biological, Earth & Environmental Sciences|School of Biological, Earth & Environmental Sciences",040605 Palaeoclimatology|040599 Oceanography not elsewhere classified,Last Interglacial|Holocene|Paleoceanography,158003,1
98ee0d20-e3d1-4bdc-81cf-491c96795c48,The biological effects of micro- and nanoparticles in sunscreens products on human skin,1959.4/004_181,"Hayes, Amanda","Hayes, Amanda",2022-03-15T00:39:58.616+00:00,False,Dataset,2021-11-26T10:33:35Z,2011,2021-11-26T10:33:35Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1374,NO FIELD,Other UNSW|Science,School of Chemistry,"100713 Nanotoxicology, Health and Safety",Nanotoxicology|Sunscreen|Nanoparticles,0,0
07862862-bdfe-48f8-bd5c-2ec9e5a95f66,Break Extension Testing of Hollow Fibre Microfiltration Membranes,1959.4/004_366,"Leslie, Greg","Leslie, Greg",2022-09-27T11:19:18.238+00:00,False,Dataset,2021-11-26T10:32:53Z,2013,2021-11-26T10:32:53Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1325,NO FIELD,Engineering,School of Chemical Engineering|School of Chemical Engineering,090404 Membrane and Separation Technologies,Hollow fibre|Microfiltration|Breaking strength analysis,0,0
7e881991-3084-4280-b558-cfa4c0bcabf6,Breast Cancer Subclassification,1959.4/004_2002,"Caruso, Lena","Caruso, Lena",2022-06-22T08:48:44.892+00:00,False,Dataset,2021-11-26T10:33:39Z,2012,2021-11-26T10:33:39Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1378,NO FIELD,Other UNSW,NO FIELD,111201 Cancer Cell Biology|111202 Cancer Diagnosis|111209 Solid Tumours|111299 Oncology and Carcinogenesis not elsewhere classified|110316 Pathology (excl. Oral Pathology),Cancer oncology|Breast cancer|Histopathology|Cancer classification,0,0
04359cfe-7354-42f4-a346-711b5a7a0a5a,Canberra Gay Community Periodic Survey Data,1959.4/004_113,"Holt, Martin","Holt, Martin",2024-02-27T14:29:35.477+00:00,False,Dataset,2021-11-26T10:33:45Z,2011,2021-11-26T10:33:45Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1385,NO FIELD,Arts Design & Architecture,Centre for Social Research in Health|Social Policy Research Centre,111799 Public Health and Health Services not elsewhere classified|110309 Infectious Diseases|110324 Venereology|111712 Health Promotion,HIV|Sexual practices|Gay men|Health|Gay community|Sexual partners|HIV status|Drug use|HIV testing,0,0
6ed44904-fa18-42a6-aaf7-2f7e0fe91695,Cancer after Transplantation (CAT),1959.4/004_156,"Vajdic, Claire","Vajdic, Claire",2024-02-27T14:29:06.971+00:00,False,Dataset,2021-11-26T10:33:25Z,2011,2021-11-26T10:33:25Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1361,NO FIELD,Medicine & Health,Centre for Big Data Research in Health|The Kirby Institute,111299 Oncology and Carcinogenesis not elsewhere classified|111799 Public Health and Health Services not elsewhere classified,Cancer epidemiology|Cancer aetiology|Clinical transplantation,0,0
441dfd5b-2d37-42f0-a2d1-d84ab1fbec1e,Cancer in people with primary immunodeficiency,1959.4/004_159,"Vajdic, Claire","Vajdic, Claire",2024-02-27T14:29:12.688+00:00,False,Dataset,2021-11-26T10:34:02Z,2011,2021-11-26T10:34:02Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1408,NO FIELD,Medicine & Health,Centre for Big Data Research in Health,111299 Oncology and Carcinogenesis not elsewhere classified|110799 Immunology not elsewhere classified|111799 Public Health and Health Services not elsewhere classified,Cancer aetiology|Primary immunodeficiency disease,0,0
0ad00472-006a-496c-ba5d-92cf8b198346,Characterisation and Modification of the Optical Properties of Zirconia-Based Ceramics for Aesthetic Dental Restorations,1959.4/100265,"Shahmiri, Reza",NO FIELD,2023-01-29T22:20:15.316+00:00,False,Dataset,2022-04-28T00:10:34Z,2022,2022-04-28T00:10:34Z,GPL,metadata only access,https://doi.org/10.26190/unsworks/23972,NO FIELD,Science,School of Materials Science & Engineering,40 ENGINEERING,Zirconia Ceramics|Dental Materials|Aesthetic Dental Restorations,0,0
91e76c53-7d45-45a2-baea-2beb51f36014,The characterisation data of selected ZnO and TiO2 particles,1959.4/004_173,"Hayes, Amanda","Hayes, Amanda",2022-03-15T00:39:58.518+00:00,False,Dataset,2021-11-26T10:33:06Z,2011,2021-11-26T10:33:06Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1340,NO FIELD,Other UNSW|Science,School of Chemistry,100708 Nanomaterials|030199 Analytical Chemistry not elsewhere classified,Nanoparticles|Titanium dioxide|Zinc oxide,0,0
092d4428-e355-4f21-b6d1-052ceb01f7ef,Class 4 Dataset - OceanMAPS version 2.2.1 and version 3.0,1959.4/resource/collection/resdatac_530/1,"Boettger, Daniel|Robertson, Robin|Brassington, Gary",NO FIELD,2024-05-07T04:31:44.997+00:00,False,Dataset,2021-11-26T10:42:02Z,2018,2021-11-26T10:42:02Z,CC-BY,open access,https://doi.org/10.4225/53/5ac71c59a5f49,NO FIELD,Science|UNSW Canberra,School of Mathematics & Statistics|School of Science,040503 Physical Oceanography,Ocean temperature|Ocean salinity|Argo,2601334928,3
4f532e75-c0b1-498d-b610-855cdea68de8,Cleaning and Ageing Effects of Chlorine on PVDF Membranes,1959.4/004_363,"Cox, Shane","Cox, Shane",2022-06-22T08:28:16.844+00:00,False,Dataset,2021-11-26T10:32:44Z,2013,2021-11-26T10:32:44Z,CC-BY-NC-ND,metadata only access,https://doi.org/10.26190/unsworks/1316,NO FIELD,Engineering,School of Chemical Engineering,090404 Membrane and Separation Technologies|030199 Analytical Chemistry not elsewhere classified,Chlorine|Microfiltration|PVDF|Bovine Serum Albumin,0,0
a4d832ca-9f20-4628-921d-3d33b6829b93,Climatic changes across Heinrich 4,1959.4/resource/collection/resdatac_1034/1,"Menviel, Laurie","Menviel, Laurie",2022-09-27T11:18:01.186+00:00,False,Dataset,2021-11-26T09:51:11Z,2020,2021-11-26T09:51:11Z,CC-BY-ND,open access,https://doi.org/10.26190/5ee170029cf6e,NO FIELD,Science,"School of Biological, Earth & Environmental Sciences",040605 Palaeoclimatology|040104 Climate Change Processes,abrupt climate change,2416171936,7
ba4429de-ca89-423a-99da-86380c3c15cb,CNS HAND Study data for cognitive aging analysis,1959.4/100418,"Aung, Htein Linn|Cysique, Lucette|Bloch, Mark",NO FIELD,2022-12-13T04:10:31.117+00:00,False,Dataset,2022-06-20T23:24:55Z,2022,2022-06-20T23:24:55Z,CC-BY-NC-SA,open access,https://doi.org/10.26190/unsworks/24125,NO FIELD,Science|Medicine & Health,School of Psychology|The Kirby Institute|Clinical School St Vincents Hospital,320211 Infectious diseases|4202 Epidemiology|320210 Geriatrics and gerontology,HIV|Aging|Cognitive aging|Premature,538010,2
c186a6cc-0a7f-4ec5-a3e9-2d28c77a17d1,Coherent electrical control of a single high-spin nucleus in silicon,1959.4/resource/collection/resdatac_988/1,"Asaad, Serwan|Mourik, Vincent|Joecker, Benjamin|Johnson, Mark|Baczewski, Andrew|Firgau, Hannes|Madzik, Mateusz|Schmitt, Vivien|Pla, Jarryd|Hudson, Fay|Itoh, Kohei|McCallum, Jeffrey|Dzurak, Andrew|Laucht, Arne|Morello, Andrea",NO FIELD,2022-09-27T11:15:24.794+00:00,False,Dataset,2021-11-26T10:51:40Z,2019,2021-11-26T10:51:40Z,CC-BY,open access,https://doi.org/10.26190/5de9c295a8821,NO FIELD,Engineering,School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications|School of Electrical Engineering and Telecommunications,NO FIELD,nuclear spin|nuclear resonance|quantum physics,0,0
b2fa42d0-4f36-4dd9-ae4a-e2e33890f476,"Competitive binding between 3-Mercaptopropionic acid and 1,4-Benzenedimethanethiol monitored through Surface Enhanced Raman Spectroscopy",1959.4/004_371,"Gloria, Danmar","Gloria, Danmar",2022-09-27T11:19:21.997+00:00,False,Dataset,2021-11-26T10:33:20Z,2013,2021-11-26T10:33:20Z,NO FIELD,metadata only access,https://doi.org/10.26190/unsworks/1355,NO FIELD,Other UNSW,Mark Wainwright Analytical Centre,030199 Analytical Chemistry not elsewhere classified|030101 Analytical Spectrometry|100708 Nanomaterials,NO FIELD,0,0
9c1a46bd-a761-4ef0-b865-a3d8b651643f,"Computed tomography coronary angiogram images, lumen annotations and associated data of diseased coronary arteries",1959.4/resource/collection/resdatac_1103/1,"Gharleghi, Ramtin|Adikari, Dona|Ellenberger, Katy|Pua, Qie Shang|Shen, Chi|Webster, Mark|Ellis, Chris|Sowmya, Arcot|Ooi, Sze-Yuan|Beier, Susann",NO FIELD,2022-09-27T11:17:42.530+00:00,False,Dataset,2021-11-26T10:02:37Z,2021,2021-11-26T10:02:37Z,AusGoal Restrictive License,metadata only access,https://doi.org/10.26190/ntyk-bm92,NO FIELD,Medicine & Health|Engineering,Clinical School Prince of Wales Hospital|School of Mechanical and Manufacturing Engineering|School of Mechanical and Manufacturing Engineering|Clinical School Prince of Wales Hospital|School of Computer Science and Engineering,0801 Artificial Intelligence and Image Processing|091501 Computational Fluid Dynamics|09 Engineering|080110 Simulation and Modelling|080106 Image Processing,Coronary Arteries|Blood Vessel Segmentation|Computed Tomography Coronary Angiography|730106 Cardiovascular System and Diseases,0,0
f731cdd6-48fc-494c-9401-fa81404a995d,"Computed tomography coronary angiogram images, lumen annotations and associated data of healthy coronary arteries",1959.4/resource/collection/resdatac_1090/1,"Gharleghi, Ramtin|Adikari, Dona|Ellenberger, Katy|Pua, Qie Shang|Shen, Chi|Webster, Mark|Ellis, Chris|Sowmya, Arcot|Ooi, Sze-Yuan","Beier, Susann",2022-09-27T11:17:42.489+00:00,False,Dataset,2021-11-26T10:02:06Z,2020,2021-11-26T10:02:06Z,AusGoal Restrictive License,metadata only access,https://doi.org/10.26190/71xg-j763,NO FIELD,Engineering|Medicine & Health,School of Mechanical and Manufacturing Engineering|Clinical School Prince of Wales Hospital|School of Mechanical and Manufacturing Engineering|Clinical School Prince of Wales Hospital|School of Computer Science and Engineering,080106 Image Processing|080110 Simulation and Modelling|091501 Computational Fluid Dynamics,Coronary Arteries|Blood Vessel Segmentation|Computed Tomography Coronary Angiography,0,0
62cb8bb2-6b17-4190-8110-7bdf8113d7fb,Computer-Guided Design of Photocatalyst for PET-RAFT Polymerisation,1959.4/resource/collection/resdatac_979/1,"Boyer, Cyrille",NO FIELD,2022-09-27T11:17:13.894+00:00,False,Dataset,2021-11-26T10:51:37Z,2019,2021-11-26T10:51:37Z,CC-BY,open access,https://doi.org/10.26190/unsworks/1421,NO FIELD,Engineering,School of Chemical Engineering,NO FIELD,photocatalyst|polymerisation,1264529764,1
